track_name; track_id; album_name; album_id; artist_name; artist_id; release_date; length; popularity; acousticness; danceability; energy; instrumentalness; liveness; loudness; speechiness; tempo; time_signature; 
Por Enquanto; 0DxYVbnnrqEgsFC3xGGNCf; Minha História; 3RJngMuiK3TaE8yNOXCsNU; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1997-01-01; 243573; 11; 0.858; 0.492; 0.255; 3.16e-05; 0.105; -13.069; 0.0315; 133.633; 4; 
1º De Julho; 7bYNirKGbQW56xRzpHUADa; Minha História; 3RJngMuiK3TaE8yNOXCsNU; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1997-01-01; 270253; 16; 0.101; 0.675; 0.533; 8.2e-06; 0.0861; -11.715; 0.0393; 91.49; 4; 
Hear My Train A Coming Gettin My Heart Back Together Again; 1I6TdKZH0AP1vnCZTKCqPM; Minha História; 3RJngMuiK3TaE8yNOXCsNU; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1997-01-01; 229053; 5; 0.111; 0.593; 0.419; 0.000167; 0.326; -12.521; 0.0505; 104.176; 4; 
Musica Urbana 2; 3uCFqyzQ0UbXB1XZWOdUpc; Minha História; 3RJngMuiK3TaE8yNOXCsNU; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1997-01-01; 194533; 4; 0.0373; 0.423; 0.506; 0; 0.0914; -11.274; 0.315; 163.307; 3; 
Rubens; 2gW2FaY0vl39W2CXZ3gqqz; Minha História; 3RJngMuiK3TaE8yNOXCsNU; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1997-01-01; 206120; 4; 0.159; 0.689; 0.599; 0.000309; 0.0924; -12.927; 0.11; 94.447; 4; 
Eu Sou Neguinha Live; 7DpTwfo8NbbmWS1hPXgJ3S; Minha História; 3RJngMuiK3TaE8yNOXCsNU; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1997-01-01; 228400; 7; 0.774; 0.501; 0.497; 0; 0.919; -14.41; 0.0371; 139.684; 4; 
Eleanor Rigby; 13JYf1mGzauOilI3tfddh8; Minha História; 3RJngMuiK3TaE8yNOXCsNU; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1997-01-01; 186546; 5; 0.137; 0.792; 0.425; 0.000186; 0.0912; -14.526; 0.126; 131.137; 4; 
Na Cadência Do Samba; 6Hhi0WNTBkNcto5WC8HD8t; Minha História; 3RJngMuiK3TaE8yNOXCsNU; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1997-01-01; 194693; 6; 0.0983; 0.81; 0.185; 0; 0.0884; -12.717; 0.0424; 117.743; 4; 
Nós Ao Vivo; 3H3MhppJcWSolKxmn6H4BX; Minha História; 3RJngMuiK3TaE8yNOXCsNU; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1997-01-01; 192213; 8; 0.826; 0.499; 0.395; 0; 0.95; -14.275; 0.0409; 100.639; 3; 
Lanterna Dos Afogados; 7msbe9CgZQsF3hPkg1v2uW; Minha História; 3RJngMuiK3TaE8yNOXCsNU; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1997-01-01; 205213; 17; 0.161; 0.712; 0.484; 1.95e-05; 0.0497; -12.074; 0.0366; 112.292; 4; 
Metro Linha 743; 6pabH5ZBwof7lspaJCRgPF; Minha História; 3RJngMuiK3TaE8yNOXCsNU; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1997-01-01; 172880; 4; 0.135; 0.745; 0.373; 0; 0.136; -14.481; 0.335; 170.344; 4; 
Pro Dia Nascer Feliz; 4jNqUlNmIQvItfisyNqPg7; Minha História; 3RJngMuiK3TaE8yNOXCsNU; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1997-01-01; 250533; 9; 0.00368; 0.392; 0.672; 0.43; 0.132; -13.686; 0.0576; 163.974; 4; 
ECT Live; 5ANKEwvUzkjlSzCS3cZIci; Cassia Eller Ao Vivo; 5OlKr3FYYqHaQ2wEaaZyDz; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1996-04-08; 214532; 15; 0.872; 0.584; 0.806; 0; 1.0; -4.392; 0.0389; 116.213; 4; 
Nenhum Roberto Live; 6HOEQnSMfAmNdy2mLWnEWv; Cassia Eller Ao Vivo; 5OlKr3FYYqHaQ2wEaaZyDz; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1996-04-08; 156292; 13; 0.765; 0.482; 0.954; 1.75e-05; 0.95; -5.394; 0.0611; 97.571; 4; 
Eu Sou Neguinha Live; 2six2yDIfH9FtWp5bHUUjb; Cassia Eller Ao Vivo; 5OlKr3FYYqHaQ2wEaaZyDz; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1996-04-08; 228839; 18; 0.792; 0.431; 0.806; 0; 0.949; -5.135; 0.0428; 139.405; 4; 
Nós Ao Vivo; 5zIFWdfRwt24oEuZm3MowC; Cassia Eller Ao Vivo; 5OlKr3FYYqHaQ2wEaaZyDz; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1996-04-08; 186892; 18; 0.792; 0.433; 0.718; 0; 0.939; -6.388; 0.0485; 100.402; 3; 
1º De Julho Live; 5j0p1gnqBqWlGUZ7fzUjsU; Cassia Eller Ao Vivo; 5OlKr3FYYqHaQ2wEaaZyDz; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1996-04-08; 327866; 14; 0.893; 0.284; 0.842; 0; 0.937; -4.223; 0.0458; 80.627; 4; 
Na Cadência Do Samba Live; 4djCoZc5Yz9dyUZn7CUtB1; Cassia Eller Ao Vivo; 5OlKr3FYYqHaQ2wEaaZyDz; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1996-04-08; 212372; 13; 0.67; 0.532; 0.316; 0; 0.626; -8.326; 0.0334; 127.996; 4; 
Por Enquanto Música Incidental Ive Got A Feeling Live; 0SMh8Iw0CTC4To006N7osV; Cassia Eller Ao Vivo; 5OlKr3FYYqHaQ2wEaaZyDz; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1996-04-08; 266732; 17; 0.675; 0.363; 0.555; 0; 0.981; -5.789; 0.0293; 132.924; 4; 
Try A Little Tenderness Live; 3KsTTQkcZIFsyH7dQM7Ecl; Cassia Eller Ao Vivo; 5OlKr3FYYqHaQ2wEaaZyDz; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1996-04-08; 267732; 13; 0.707; 0.368; 0.634; 0; 0.985; -5.412; 0.0574; 90.024; 4; 
Malandragem Live; 1Yov8NIguyQQTOXXuJi5RH; Cassia Eller Ao Vivo; 5OlKr3FYYqHaQ2wEaaZyDz; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1996-04-08; 248866; 12; 0.772; 0.416; 0.72; 0; 0.979; -5.678; 0.0398; 127.001; 4; 
Não Amo Ninguém Live; 42dZF8QXxOfDiEmDALw4mW; Cassia Eller Ao Vivo; 5OlKr3FYYqHaQ2wEaaZyDz; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1996-04-08; 260932; 13; 0.766; 0.369; 0.786; 1.36e-06; 0.95; -5.742; 0.0471; 84.287; 4; 
Musica Urbana 2 Live; 0jE397dqMWZKFCFqxrEaEc; Cassia Eller Ao Vivo; 5OlKr3FYYqHaQ2wEaaZyDz; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1996-04-08; 238266; 12; 0.826; 0.331; 0.851; 5.8e-05; 0.983; -6.388; 0.0972; 164.609; 4; 
Socorro Live; 4uBLXX4kpN83XMvTwsv84d; Cassia Eller Ao Vivo; 5OlKr3FYYqHaQ2wEaaZyDz; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1996-04-08; 254226; 25; 0.574; 0.532; 0.651; 0; 0.718; -5.413; 0.0434; 132.165; 4; 
Metrô Linha 743 Live; 07zqiCKaTH3GcceUYJw71J; Cassia Eller Ao Vivo; 5OlKr3FYYqHaQ2wEaaZyDz; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1996-04-08; 248039; 14; 0.392; 0.439; 0.851; 0; 0.964; -5.514; 0.135; 74.74; 4; 
Coroné Antonio Bento Live; 0cSlY4IuxNpaiNakonqzBu; Cassia Eller Ao Vivo; 5OlKr3FYYqHaQ2wEaaZyDz; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1996-04-08; 370332; 14; 0.843; 0.382; 0.939; 0; 0.957; -4.817; 0.0922; 108.136; 4; 
Partners; 7L41bj0KdD6RviAABwexyq; Cássia Eller 1994; 3JGRDTWHXpXNfoAPglI7Tr; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1994-01-17; 265959; 21; 0.0835; 0.54; 0.867; 0; 0.414; -5.464; 0.053; 128.3; 4; 
Malandragem; 2Ktn7Hg3jocizpfzYJKLty; Cássia Eller 1994; 3JGRDTWHXpXNfoAPglI7Tr; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1994-01-17; 250372; 57; 0.11; 0.544; 0.689; 0; 0.168; -5.884; 0.0322; 133.002; 4; 
ECT; 4Wt9zi9hvsgiUACRmoN9Ak; Cássia Eller 1994; 3JGRDTWHXpXNfoAPglI7Tr; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1994-01-17; 228892; 39; 0.264; 0.804; 0.681; 0; 0.251; -7.97; 0.0344; 120.173; 4; 
Try A Little Tenderness; 2n9t34xdSM12G4BeNT03cE; Cássia Eller 1994; 3JGRDTWHXpXNfoAPglI7Tr; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1994-01-17; 258932; 34; 0.211; 0.329; 0.504; 0; 0.165; -6.998; 0.0664; 204.623; 4; 
1º De Julho; 1vtKB21HYlooidrkSAllfi; Cássia Eller 1994; 3JGRDTWHXpXNfoAPglI7Tr; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1994-01-17; 270866; 26; 0.233; 0.564; 0.755; 2.77e-06; 0.0901; -6.823; 0.0575; 91.307; 4; 
Na Cadência Do Samba; 2c3ZmbMAQS2LH4834VTF7b; Cássia Eller 1994; 3JGRDTWHXpXNfoAPglI7Tr; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1994-01-17; 195639; 24; 0.188; 0.781; 0.301; 0; 0.0985; -8.025; 0.0365; 117.601; 4; 
Lanterna Dos Afogados; 5ym3cxLDl3XeaWJCswyur5; Cássia Eller 1994; 3JGRDTWHXpXNfoAPglI7Tr; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1994-01-17; 205692; 44; 0.252; 0.65; 0.673; 4.84e-06; 0.0452; -7.113; 0.0381; 112.197; 4; 
Coroné Antonio Bento; 43GImQUCgdehjB7SVJ9kDc; Cássia Eller 1994; 3JGRDTWHXpXNfoAPglI7Tr; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1994-01-17; 199906; 23; 0.127; 0.79; 0.836; 7.97e-06; 0.0579; -7.062; 0.108; 95.093; 4; 
Metro Linha 743; 5QzzK9l1MBLuVS3RDBjMPv; Cássia Eller 1994; 3JGRDTWHXpXNfoAPglI7Tr; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1994-01-17; 173426; 19; 0.0917; 0.724; 0.613; 0; 0.168; -8.334; 0.277; 170.281; 3; 
Socorro; 4Y6kkPtERFpuGqzgUm47yJ; Cássia Eller 1994; 3JGRDTWHXpXNfoAPglI7Tr; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1994-01-17; 259306; 36; 0.189; 0.863; 0.411; 0; 0.193; -8.611; 0.129; 82.149; 4; 
Blues Do Iniciante; 7LKel8v24B9Hb8PNt1ZSIG; Cássia Eller 1994; 3JGRDTWHXpXNfoAPglI7Tr; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1994-01-17; 242092; 19; 0.0807; 0.226; 0.545; 0; 0.0927; -6.094; 0.0393; 168.261; 3; 
Musica Urbana 2; 4zjY58JS8S9RcIRPXKWSng; Cássia Eller 1994; 3JGRDTWHXpXNfoAPglI7Tr; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1994-01-17; 194706; 20; 0.0633; 0.349; 0.765; 0; 0.118; -6.02; 0.384; 81.182; 4; 
Petala; 26qLgMEliV0B3yMeo7gwA6; Cássia Eller 1994; 3JGRDTWHXpXNfoAPglI7Tr; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1994-01-17; 188826; 20; 0.825; 0.41; 0.306; 1.61e-05; 0.119; -9.605; 0.0306; 114.973; 3; 
Caso Você Queira Saber; 1SJpOthVQierkvLPp73WFu; O Marginal; 1VmFmqUV9GsSBJd0hv8bi7; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1992-01-06; 243066; 15; 0.0573; 0.55; 0.483; 0; 0.103; -6.693; 0.0329; 131.308; 3; 
Sonhei Que Viajava Com Você; 6PJUV4qIdZpfsBymoN282Z; O Marginal; 1VmFmqUV9GsSBJd0hv8bi7; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1992-01-06; 232159; 13; 0.0939; 0.607; 0.637; 0; 0.222; -8.656; 0.0507; 111.065; 4; 
Sensações; 7wjoAPnakSxVbbKyO7zaaW; O Marginal; 1VmFmqUV9GsSBJd0hv8bi7; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1992-01-06; 200599; 12; 0.172; 0.721; 0.799; 0; 0.0346; -6.48; 0.147; 105.069; 4; 
Teu Bem; 77zqiNOwu2dQRKo3xQjr8G; O Marginal; 1VmFmqUV9GsSBJd0hv8bi7; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1992-01-06; 154439; 11; 0.483; 0.726; 0.524; 0; 0.164; -8.607; 0.0275; 128.356; 4; 
Amnésia; 03wqqn4i32pgJ7OCJGfz9U; O Marginal; 1VmFmqUV9GsSBJd0hv8bi7; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1992-01-06; 143359; 10; 0.121; 0.594; 0.728; 0; 0.458; -7.535; 0.138; 183.821; 4; 
O Marginal; 0VMaYasxj7F0UjSulSQFj7; O Marginal; 1VmFmqUV9GsSBJd0hv8bi7; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1992-01-06; 272772; 11; 0.132; 0.584; 0.704; 0; 0.173; -5.35; 0.0398; 100.909; 4; 
Eles; 1SOrNBsy4uOssc1zI56kru; O Marginal; 1VmFmqUV9GsSBJd0hv8bi7; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1992-01-06; 246532; 12; 0.176; 0.646; 0.77; 0.000457; 0.246; -6.723; 0.0377; 107.161; 4; 
Aquele Grandão; 2sVpX8yP1goMIGfGficg53; O Marginal; 1VmFmqUV9GsSBJd0hv8bi7; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1992-01-06; 130026; 12; 0.0218; 0.563; 0.941; 0; 0.137; -5.543; 0.0724; 131.272; 4; 
Bobagem; 5frAABq8emgipklOUPGvYy; O Marginal; 1VmFmqUV9GsSBJd0hv8bi7; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1992-01-06; 145372; 9; 0.515; 0.584; 0.316; 0.000391; 0.143; -10.814; 0.0316; 136.572; 4; 
Comédia; 2cIyTFW0h0BMlg3EdCKLAI; O Marginal; 1VmFmqUV9GsSBJd0hv8bi7; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1992-01-06; 144866; 8; 0.594; 0.636; 0.526; 0.799; 0.109; -9.001; 0.0276; 115.281; 3; 
Hear My Train A Coming Gettin My Heart Back Together Again; 0ZGdWw0Wp43lNMy3Z7apwV; O Marginal; 1VmFmqUV9GsSBJd0hv8bi7; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1992-01-06; 233799; 9; 0.0612; 0.509; 0.546; 0.000289; 0.124; -6.728; 0.055; 103.975; 4; 
If Six Was Nine; 71lTFuBbYJZtNEkqmGB3o2; O Marginal; 1VmFmqUV9GsSBJd0hv8bi7; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1992-01-06; 474399; 9; 0.0835; 0.328; 0.628; 0.0476; 0.708; -9.356; 0.0523; 137.243; 4; 
Já Deu Pra Sentir Tutu; 0UzqlOE0UcrXMvH0RPupjx; Cássia Eller; 4ce50FBtZkFNCjGlPe2Vuu; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1990-01-08; 190973; 15; 0.188; 0.608; 0.508; 0.00502; 0.0593; -13.025; 0.0399; 140.807; 4; 
Rubens; 4uovpNGQATgDrh2JobQ0rX; Cássia Eller; 4ce50FBtZkFNCjGlPe2Vuu; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1990-01-08; 207266; 19; 0.116; 0.519; 0.563; 1.28e-05; 0.128; -15.071; 0.189; 187.802; 4; 
Barraco; 5govpBaWDMy6jQS22uP1lO; Cássia Eller; 4ce50FBtZkFNCjGlPe2Vuu; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1990-01-08; 180200; 12; 0.258; 0.71; 0.766; 1.41e-05; 0.0499; -11.858; 0.0475; 127.765; 4; 
Que O Deus Venha; 4LRGaPcloy8AfqOH4JuWsZ; Cássia Eller; 4ce50FBtZkFNCjGlPe2Vuu; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1990-01-08; 199573; 16; 0.702; 0.46; 0.219; 0; 0.0775; -14.165; 0.032; 101.005; 3; 
Eleanor Rigby; 06FMkAu3PZxHVFEPqFEozT; Cássia Eller; 4ce50FBtZkFNCjGlPe2Vuu; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1990-01-08; 187760; 17; 0.0896; 0.786; 0.43; 3.26e-05; 0.0679; -15.098; 0.0991; 130.652; 4; 
Otario; 3VYAnSwDEVP0RM7f6ubxZp; Cássia Eller; 4ce50FBtZkFNCjGlPe2Vuu; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1990-01-08; 238026; 11; 0.0893; 0.467; 0.443; 6.58e-06; 0.17; -12.701; 0.0464; 140.85; 4; 
Por Enquanto; 2ALFlj4w39tjszAEs2dG7h; Cássia Eller; 4ce50FBtZkFNCjGlPe2Vuu; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1990-01-08; 244106; 39; 0.862; 0.51; 0.154; 7.94e-05; 0.103; -18.677; 0.0337; 132.555; 4; 
O Dedo De Deus; 5NUrOXTge5G4Ub185Ffox0; Cássia Eller; 4ce50FBtZkFNCjGlPe2Vuu; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1990-01-08; 175533; 11; 0.0311; 0.638; 0.92; 0.0281; 0.29; -11.786; 0.064; 119.16; 4; 
Lullaby; 0xLxVIrPGNbXqzKCJ5LoLk; Cássia Eller; 4ce50FBtZkFNCjGlPe2Vuu; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1990-01-08; 105293; 11; 0.951; 0.443; 0.106; 0.894; 0.124; -23.994; 0.042; 101.806; 4; 
Não Sei O Que Eu Quero Da Vida; 2PGcIn5uaSkz2qJr6yqvsV; Cássia Eller; 4ce50FBtZkFNCjGlPe2Vuu; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1990-01-08; 152173; 12; 0.276; 0.578; 0.754; 0.000214; 0.279; -11.612; 0.0594; 89.954; 4; 
Tutti Frutti; 7mUphxIPDmvqc25SuiSkxl; Cássia Eller; 4ce50FBtZkFNCjGlPe2Vuu; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 1990-01-08; 187240; 10; 0.522; 0.661; 0.385; 5.85e-05; 0.0619; -15.839; 0.085; 137.164; 4; 
Ao Redor do Precipício; 3yT5OWa1Dy3szavv3f0ZcU; Ao Redor do Precipício; 165ulO6KfShwZDlAxq3tRB; Frejat; 3WVjDclrbHsxjxhiOqHdnw; 2020-06-04; 107169; 25; 0.204; 0.523; 0.597; 0.601; 0.438; -13.402; 0.0304; 96.041; 3; 
Te Amei Ali; 18oMYiEDvNeIpmu9hQBJJw; Ao Redor do Precipício; 165ulO6KfShwZDlAxq3tRB; Frejat; 3WVjDclrbHsxjxhiOqHdnw; 2020-06-04; 227659; 25; 0.343; 0.46; 0.619; 3.12e-05; 0.19; -9.187; 0.0419; 170.019; 4; 
Amar um Pouco Mais; 7jWJCep06lueE6EZLL0H3h; Ao Redor do Precipício; 165ulO6KfShwZDlAxq3tRB; Frejat; 3WVjDclrbHsxjxhiOqHdnw; 2020-06-04; 230074; 25; 0.475; 0.561; 0.662; 2.32e-05; 0.0928; -10.28; 0.0406; 132.115; 4; 
Pergunta Urgente; 1Lf6qh02o6VN2OoKpdiRue; Ao Redor do Precipício; 165ulO6KfShwZDlAxq3tRB; Frejat; 3WVjDclrbHsxjxhiOqHdnw; 2020-06-04; 288134; 23; 0.288; 0.607; 0.345; 5.79e-06; 0.0774; -12.344; 0.0292; 138.082; 4; 
Cartas e Versos; 6pIoxQeb3teosMNC7N5l78; Ao Redor do Precipício; 165ulO6KfShwZDlAxq3tRB; Frejat; 3WVjDclrbHsxjxhiOqHdnw; 2020-06-04; 199814; 30; 0.596; 0.73; 0.467; 0; 0.114; -10.498; 0.0277; 110.131; 4; 
Batidão Mix; 4LYheUl1YYwAyhuNTeEeNY; Ao Redor do Precipício; 165ulO6KfShwZDlAxq3tRB; Frejat; 3WVjDclrbHsxjxhiOqHdnw; 2020-06-04; 40947; 14; 0.000794; 0.564; 0.671; 0.802; 0.123; -11.649; 0.0374; 112.696; 3; 
E Você Diz; 1UUgIaFGE1UUe1EPOr8IDx; Ao Redor do Precipício; 165ulO6KfShwZDlAxq3tRB; Frejat; 3WVjDclrbHsxjxhiOqHdnw; 2020-06-04; 210718; 23; 0.13; 0.757; 0.807; 0; 0.199; -9.488; 0.0537; 104.014; 4; 
Planetas Distantes; 0lixj83ZYDlDYs1qnDoL9H; Ao Redor do Precipício; 165ulO6KfShwZDlAxq3tRB; Frejat; 3WVjDclrbHsxjxhiOqHdnw; 2020-06-04; 245071; 24; 0.0558; 0.715; 0.495; 3.01e-06; 0.217; -10.318; 0.052; 136.037; 4; 
Tudo Que Eu Consegui; 37if9wOpFkM4eYtl37Awi7; Ao Redor do Precipício; 165ulO6KfShwZDlAxq3tRB; Frejat; 3WVjDclrbHsxjxhiOqHdnw; 2020-06-04; 190714; 30; 0.152; 0.727; 0.585; 0; 0.0779; -11.016; 0.0476; 125.965; 4; 
A Sua Dor É Minha; 4b0zvgLsMKoQTjpGbhLC2k; Ao Redor do Precipício; 165ulO6KfShwZDlAxq3tRB; Frejat; 3WVjDclrbHsxjxhiOqHdnw; 2020-06-04; 227652; 15; 0.517; 0.578; 0.484; 1.42e-05; 0.108; -8.975; 0.0407; 126.862; 4; 
Todo Mundo Sofre; 5hLITaVZ6S9laxgw43Z6ty; Ao Redor do Precipício; 165ulO6KfShwZDlAxq3tRB; Frejat; 3WVjDclrbHsxjxhiOqHdnw; 2020-06-04; 206774; 15; 0.00831; 0.471; 0.411; 0.00449; 0.1; -10.195; 0.0312; 68.053; 4; 
Por Mais Que Eu Saiba; 0PAE52hD6HRzGdUficD42H; Ao Redor do Precipício; 165ulO6KfShwZDlAxq3tRB; Frejat; 3WVjDclrbHsxjxhiOqHdnw; 2020-06-04; 282695; 14; 0.789; 0.49; 0.405; 1.47e-06; 0.15; -10.355; 0.026; 74.083; 4; 
Parada de Estrada Vazia; 6hEBGyLekJYPuFNO0Nx6mp; Ao Redor do Precipício; 165ulO6KfShwZDlAxq3tRB; Frejat; 3WVjDclrbHsxjxhiOqHdnw; 2020-06-04; 123555; 17; 0.278; 0.567; 0.325; 0.653; 0.0919; -13.112; 0.0287; 126.174; 4; 
Amor pra recomeçar; 3ThFm9AoApIVnNk7QHzlpW; iCollection; 7gH3djbmpfRBu0h4kX33mR; Frejat; 3WVjDclrbHsxjxhiOqHdnw; 2017-11-10; 213800; 30; 0.232; 0.56; 0.856; 0; 0.331; -5.489; 0.0366; 120.484; 4; 
Segredos; 4NEbJn0RAXxkVbrTuEYcPn; iCollection; 7gH3djbmpfRBu0h4kX33mR; Frejat; 3WVjDclrbHsxjxhiOqHdnw; 2017-11-10; 233533; 20; 0.192; 0.581; 0.731; 0; 0.405; -5.189; 0.0289; 127.582; 4; 
Quando o amor era medo; 69k6vH0oh4DGvjruOM9npj; iCollection; 7gH3djbmpfRBu0h4kX33mR; Frejat; 3WVjDclrbHsxjxhiOqHdnw; 2017-11-10; 223440; 27; 0.522; 0.607; 0.835; 0.00031; 0.295; -5.929; 0.0403; 126.445; 4; 
Eu preciso te tirar do sério Sexy Mix; 7v0d07d9TnGXJTmh1MwOOt; iCollection; 7gH3djbmpfRBu0h4kX33mR; Frejat; 3WVjDclrbHsxjxhiOqHdnw; 2017-11-10; 214306; 14; 0.033; 0.618; 0.843; 0; 0.0678; -6.85; 0.0707; 90.18; 4; 
Homem não chora; 28VLAW952egKik4iIF8Jo1; iCollection; 7gH3djbmpfRBu0h4kX33mR; Frejat; 3WVjDclrbHsxjxhiOqHdnw; 2017-11-10; 238573; 18; 0.0819; 0.539; 0.815; 0.000125; 0.349; -6.198; 0.0493; 133.431; 4; 
Túnel do tempo; 7pM09Qn9404m76P03gJnEA; iCollection; 7gH3djbmpfRBu0h4kX33mR; Frejat; 3WVjDclrbHsxjxhiOqHdnw; 2017-11-10; 225026; 17; 0.0373; 0.55; 0.548; 0; 0.2; -9.269; 0.0276; 92.953; 4; 
Mais que perfeito; 0SuoErly0w6qH2ZQYDIqdv; iCollection; 7gH3djbmpfRBu0h4kX33mR; Frejat; 3WVjDclrbHsxjxhiOqHdnw; 2017-11-10; 265600; 13; 0.546; 0.85; 0.569; 0.00699; 0.0536; -6.009; 0.0475; 93.988; 4; 
Sobre nós dois e o resto do mundo; 5jOt3DusG82vkDjEIpmdIZ; iCollection; 7gH3djbmpfRBu0h4kX33mR; Frejat; 3WVjDclrbHsxjxhiOqHdnw; 2017-11-10; 201346; 15; 0.0155; 0.618; 0.721; 5.77e-05; 0.147; -8.977; 0.0281; 130.086; 4; 
Som e fúria; 7HyBGlHMqpIIOTAmpBqrMr; iCollection; 7gH3djbmpfRBu0h4kX33mR; Frejat; 3WVjDclrbHsxjxhiOqHdnw; 2017-11-10; 217240; 23; 0.219; 0.614; 0.794; 0; 0.174; -6.333; 0.0308; 108.624; 4; 
Ela; 6Kw4hATbTrLM001xV1aP6p; iCollection; 7gH3djbmpfRBu0h4kX33mR; Frejat; 3WVjDclrbHsxjxhiOqHdnw; 2017-11-10; 194026; 11; 0.172; 0.48; 0.484; 4.39e-06; 0.183; -7.251; 0.0302; 117.071; 4; 
O início depois do fim; 6a47ASJdxmVM0rrqWVFwzq; iCollection; 7gH3djbmpfRBu0h4kX33mR; Frejat; 3WVjDclrbHsxjxhiOqHdnw; 2017-11-10; 201333; 10; 0.00762; 0.686; 0.702; 0.00207; 0.0989; -9.156; 0.0283; 119.978; 4; 
Sol de domingo; 4pnMuunK6FOECVwD40pgTp; iCollection; 7gH3djbmpfRBu0h4kX33mR; Frejat; 3WVjDclrbHsxjxhiOqHdnw; 2017-11-10; 250653; 10; 0.424; 0.748; 0.78; 0.00478; 0.3; -7.253; 0.0615; 106.003; 4; 
50 receitas; 7EpcHUFJTsax5p1HVjGlhz; iCollection; 7gH3djbmpfRBu0h4kX33mR; Frejat; 3WVjDclrbHsxjxhiOqHdnw; 2017-11-10; 218773; 11; 0.948; 0.443; 0.201; 0; 0.111; -13.761; 0.0387; 129.981; 4; 
Desculpas já não peço mais; 2n9ZRmBEOiZW9y4s3T2TIa; iCollection; 7gH3djbmpfRBu0h4kX33mR; Frejat; 3WVjDclrbHsxjxhiOqHdnw; 2017-11-10; 202000; 23; 0.727; 0.55; 0.255; 3.66e-05; 0.111; -14.105; 0.0293; 144.004; 4; 
Você parece com todo mundo; 2wafRQzKYVKgygra8pE0bl; iCollection; 7gH3djbmpfRBu0h4kX33mR; Frejat; 3WVjDclrbHsxjxhiOqHdnw; 2017-11-10; 208133; 10; 0.394; 0.595; 0.631; 7.93e-06; 0.326; -7.661; 0.0276; 134.112; 4; 
