track_name; track_id; album_name; album_id; artist_name; artist_id; release_date; length; popularity; acousticness; danceability; energy; instrumentalness; liveness; loudness; speechiness; tempo; time_signature; 
Brasil Citação São Coisas Nossas Ao Vivo No Rio De Janeiro 1998; 3OT3c7duRMNUrExAl9jyiz; Todo Veneno Vivo Ao Vivo No Rio De Janeiro 1998; 5GQBDpKnbtDbwe1aNtyk3s; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2019-08-23; 266817; 32; 0.0532; 0.523; 0.881; 0.000167; 0.88; -8.99; 0.113; 121.222; 4; 
Blues Da Piedade Ao Vivo No Rio De Janeiro 1998; 3SWPX6oEVOZuhPbGwyPQOY; Todo Veneno Vivo Ao Vivo No Rio De Janeiro 1998; 5GQBDpKnbtDbwe1aNtyk3s; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2019-08-23; 241455; 25; 0.00604; 0.466; 0.68; 1.29e-05; 0.691; -8.086; 0.0477; 131.768; 4; 
Obrigado Por Ter Se Mandado Ao Vivo No Rio De Janeiro 1998; 5c47X8Sq4kvOAWW2mTrity; Todo Veneno Vivo Ao Vivo No Rio De Janeiro 1998; 5GQBDpKnbtDbwe1aNtyk3s; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2019-08-23; 200195; 32; 0.102; 0.728; 0.725; 3.21e-05; 0.913; -8.744; 0.0703; 120.912; 4; 
Por Que A Gente É Assim Ao Vivo No Rio De Janeiro 1998; 6YYD9A2ZXcxG9ADSLYAGpm; Todo Veneno Vivo Ao Vivo No Rio De Janeiro 1998; 5GQBDpKnbtDbwe1aNtyk3s; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2019-08-23; 175199; 33; 0.0649; 0.692; 0.663; 2.86e-05; 0.515; -7.773; 0.0412; 111.386; 4; 
Todo O Amor Que Houver Nessa Vida Ao Vivo No Rio De Janeiro 1998; 50GzvrkiL3BAihvEuDHySG; Todo Veneno Vivo Ao Vivo No Rio De Janeiro 1998; 5GQBDpKnbtDbwe1aNtyk3s; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2019-08-23; 256332; 35; 0.0364; 0.446; 0.36; 2.1e-06; 0.171; -11.42; 0.0443; 104.435; 3; 
1º De Julho Ao Vivo No Rio De Janeiro 1998; 5YduLvhiP16rt4nO7FtD7d; Todo Veneno Vivo Ao Vivo No Rio De Janeiro 1998; 5GQBDpKnbtDbwe1aNtyk3s; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2019-08-23; 293132; 37; 0.0124; 0.499; 0.605; 0.00221; 0.375; -9.568; 0.0425; 88.134; 4; 
Só As Mães São Felizes Ao Vivo No Rio De Janeiro 1998; 1k8Lnx9xrqyzHGJfhA2LcF; Todo Veneno Vivo Ao Vivo No Rio De Janeiro 1998; 5GQBDpKnbtDbwe1aNtyk3s; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2019-08-23; 218007; 31; 0.0192; 0.553; 0.674; 1.73e-06; 0.607; -10.169; 0.0704; 120.931; 4; 
Vida Bandida Ao Vivo No Rio De Janeiro 1998; 3E9AhesjdRfp5efAegVpXY; Todo Veneno Vivo Ao Vivo No Rio De Janeiro 1998; 5GQBDpKnbtDbwe1aNtyk3s; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2019-08-23; 173826; 20; 0.0358; 0.599; 0.944; 0.00166; 0.508; -6.215; 0.06; 127.585; 4; 
Ponto Fraco Ao Vivo No Rio De Janeiro 1998; 0o4a19UjcWG0luWVi33f0B; Todo Veneno Vivo Ao Vivo No Rio De Janeiro 1998; 5GQBDpKnbtDbwe1aNtyk3s; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2019-08-23; 151667; 31; 0.041; 0.655; 0.858; 0.00876; 0.291; -7.488; 0.0591; 131.238; 4; 
Preciso Dizer Que Te Amo Ao Vivo No Rio De Janeiro 1998; 6jWu88gQa142ivcyjLIMhr; Todo Veneno Vivo Ao Vivo No Rio De Janeiro 1998; 5GQBDpKnbtDbwe1aNtyk3s; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2019-08-23; 284258; 35; 0.203; 0.552; 0.172; 2.6e-06; 0.578; -17.756; 0.0566; 136.63; 3; 
Nós Ao Vivo No Rio De Janeiro 1998; 0kcTnRNv6IVCM2IHkojMm6; Todo Veneno Vivo Ao Vivo No Rio De Janeiro 1998; 5GQBDpKnbtDbwe1aNtyk3s; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2019-08-23; 176345; 21; 0.224; 0.599; 0.794; 0.000518; 0.678; -9.395; 0.05; 103.935; 4; 
Mis Penas Lloraba Yo Soy Gitano Ao Vivo No Rio De Janeiro 1998 Medley; 40jMu1qUGu0LM9vC4fkPez; Todo Veneno Vivo Ao Vivo No Rio De Janeiro 1998; 5GQBDpKnbtDbwe1aNtyk3s; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2019-08-23; 233571; 19; 0.195; 0.423; 0.522; 0; 0.75; -11.244; 0.107; 99.166; 4; 
Billy Negão Ao Vivo No Rio De Janeiro 1998; 33jTeEbe5UKv4jKp0BD8ui; Todo Veneno Vivo Ao Vivo No Rio De Janeiro 1998; 5GQBDpKnbtDbwe1aNtyk3s; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2019-08-23; 205012; 18; 0.426; 0.628; 0.74; 7.25e-05; 0.128; -8.949; 0.0929; 145.881; 4; 
Farrapo Humano Ao Vivo No Rio De Janeiro 1998; 3AGFqqGhJDqowQNCKMltev; Todo Veneno Vivo Ao Vivo No Rio De Janeiro 1998; 5GQBDpKnbtDbwe1aNtyk3s; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2019-08-23; 220896; 31; 0.104; 0.575; 0.481; 0.00155; 0.339; -10.853; 0.0524; 112.438; 4; 
Faça O Que Quiser Fazer Ao Vivo No Rio De Janeiro 1998; 0WJU0iR14En8ruI2OVsy8R; Todo Veneno Vivo Ao Vivo No Rio De Janeiro 1998; 5GQBDpKnbtDbwe1aNtyk3s; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2019-08-23; 257932; 17; 0.00635; 0.325; 0.84; 3.58e-06; 0.949; -8.185; 0.149; 166.01; 4; 
A Orelha De Eurídice Ao Vivo No Rio De Janeiro 1998; 6DDVRvIytxJFksBfrx7qwI; Todo Veneno Vivo Ao Vivo No Rio De Janeiro 1998; 5GQBDpKnbtDbwe1aNtyk3s; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2019-08-23; 106469; 16; 0.000319; 0.471; 0.955; 4.63e-05; 0.25; -7.602; 0.0583; 129.449; 4; 
Menina Mimada Trecho de QuintaFeira extraído do poema Querido Diário Tópicos Para Uma Semana Utópica Ao Vivo No Rio De Janeiro 1998 Medley; 24yzuyQIJ1y7Ws630yuTAv; Todo Veneno Vivo Ao Vivo No Rio De Janeiro 1998; 5GQBDpKnbtDbwe1aNtyk3s; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2019-08-23; 156217; 37; 0.00066; 0.342; 0.855; 0.0117; 0.151; -8.472; 0.106; 189.522; 4; 
Mal Nenhum Ao Vivo No Rio De Janeiro 1998; 1PR9Gc1r7CW3Esm499LWFH; Todo Veneno Vivo Ao Vivo No Rio De Janeiro 1998; 5GQBDpKnbtDbwe1aNtyk3s; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2019-08-23; 296424; 17; 0.00657; 0.372; 0.487; 1.02e-05; 0.734; -10.203; 0.0749; 141.507; 4; 
Bete Balanço Ao Vivo No Rio De Janeiro 1998; 391CW4f447TAw1PPqYhWOV; Todo Veneno Vivo Ao Vivo No Rio De Janeiro 1998; 5GQBDpKnbtDbwe1aNtyk3s; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2019-08-23; 271126; 18; 0.102; 0.67; 0.812; 0.0111; 0.681; -8.403; 0.0373; 129.693; 4; 
Amor Destrambelhado Ao Vivo No Rio De Janeiro 1998; 6ezKrOXsLuk2VAnVJlMsPk; Todo Veneno Vivo Ao Vivo No Rio De Janeiro 1998; 5GQBDpKnbtDbwe1aNtyk3s; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2019-08-23; 158781; 15; 0.0292; 0.521; 0.918; 3.81e-05; 0.642; -7.825; 0.189; 163.414; 4; 
Todas As Mulheres Do Mundo Citação BemMeQuer Ao Vivo No Rio De Janeiro 1998; 36OEQGYY7GgR8lrjzQcSQ6; Todo Veneno Vivo Ao Vivo No Rio De Janeiro 1998; 5GQBDpKnbtDbwe1aNtyk3s; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2019-08-23; 201728; 17; 0.0172; 0.351; 0.933; 2.74e-06; 0.625; -7.803; 0.131; 177.428; 4; 
Geração CocaCola Ao Vivo No Rio De Janeiro 1998; 2JI2Hku5WHNvXfg5UzyCva; Todo Veneno Vivo Ao Vivo No Rio De Janeiro 1998; 5GQBDpKnbtDbwe1aNtyk3s; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2019-08-23; 129492; 17; 0.107; 0.567; 0.935; 0; 0.673; -6.334; 0.0892; 102.984; 4; 
Pro Dia Nascer Feliz Incidentais Satisfaction I Cant Get Lets Spend The Night Together Ao Vivo No Rio De Janeiro 1998; 4KH3WwhxTH336sRX4VsWgp; Todo Veneno Vivo Ao Vivo No Rio De Janeiro 1998; 5GQBDpKnbtDbwe1aNtyk3s; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2019-08-23; 326718; 30; 0.00326; 0.316; 0.909; 0.000344; 0.366; -7.538; 0.144; 172.627; 4; 
Eu Queria Ser Cássia Eller Ao Vivo No Rio De Janeiro 1998; 1BCM5CQEYHrqxb8UL6KuiF; Todo Veneno Vivo Ao Vivo No Rio De Janeiro 1998; 5GQBDpKnbtDbwe1aNtyk3s; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2019-08-23; 202534; 30; 0.832; 0.393; 0.182; 0; 0.2; -18.412; 0.0405; 98.38; 4; 
Malandragem Ao Vivo; 7KCOMlNvjtkaQVBWwq3rd8; A Arte De Cássia Eller; 0tbu4twiafAbrakCB3mxz4; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2015-10-30; 231386; 22; 0.191; 0.729; 0.855; 1.33e-06; 0.973; -7.716; 0.0444; 135.202; 4; 
Gatas Extraordinárias; 62zDZBbZ2fbU4pGP55vdkX; A Arte De Cássia Eller; 0tbu4twiafAbrakCB3mxz4; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2015-10-30; 211293; 26; 0.663; 0.856; 0.507; 0; 0.16; -9.175; 0.136; 107.15; 4; 
ECT; 1Qgi3fqEF392cKPQotChKm; A Arte De Cássia Eller; 0tbu4twiafAbrakCB3mxz4; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2015-10-30; 227106; 26; 0.294; 0.842; 0.643; 0; 0.157; -8.523; 0.0325; 120.16; 4; 
O Segundo Sol; 46tRP7SQfqUQFnLVEIU6jv; A Arte De Cássia Eller; 0tbu4twiafAbrakCB3mxz4; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2015-10-30; 251893; 26; 0.306; 0.598; 0.647; 0; 0.205; -7.498; 0.0304; 146.132; 4; 
Nós Ao Vivo No Rio De Janeiro 1998; 3KHZdLs9G440sjgTW6t9jy; A Arte De Cássia Eller; 0tbu4twiafAbrakCB3mxz4; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2015-10-30; 165400; 35; 0.151; 0.546; 0.853; 7.14e-05; 0.632; -8.063; 0.053; 104.023; 3; 
Palavras Ao Vento; 1SXf6f8nfuz8COoI6WgaYD; A Arte De Cássia Eller; 0tbu4twiafAbrakCB3mxz4; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2015-10-30; 212000; 24; 0.38; 0.561; 0.314; 0; 0.107; -8.51; 0.0294; 146.095; 4; 
No Recreio; 4bgpVLut9NHfqKjJNYGbHr; A Arte De Cássia Eller; 0tbu4twiafAbrakCB3mxz4; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2015-10-30; 224066; 40; 0.154; 0.566; 0.912; 0; 0.0822; -6.965; 0.0468; 109.991; 4; 
Por Enquanto; 0pfDxKaNnpvgVvci0kIhBl; A Arte De Cássia Eller; 0tbu4twiafAbrakCB3mxz4; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2015-10-30; 244200; 26; 0.846; 0.524; 0.374; 2.31e-05; 0.112; -8.405; 0.0293; 65.664; 4; 
Eu Sou Neguinha Live; 5wTKyTd3zjpvp79VzIHvGR; A Arte De Cássia Eller; 0tbu4twiafAbrakCB3mxz4; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2015-10-30; 227466; 34; 0.758; 0.514; 0.706; 0; 0.931; -7.022; 0.0343; 139.461; 4; 
Admirável Gado Novo; 5w3OUC7kl8P5utPXKa0v9X; A Arte De Cássia Eller; 0tbu4twiafAbrakCB3mxz4; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2015-10-30; 273906; 22; 0.205; 0.338; 0.733; 0; 0.063; -7.198; 0.0531; 86.081; 4; 
Mr Scarecrow; 1IN3TXrgs2juXqXgBmpagg; A Arte De Cássia Eller; 0tbu4twiafAbrakCB3mxz4; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2015-10-30; 184826; 22; 0.222; 0.664; 0.65; 0; 0.106; -6.959; 0.0296; 135.019; 4; 
Metro Linha 743; 5fHEudAcelN637mEN8B9OW; A Arte De Cássia Eller; 0tbu4twiafAbrakCB3mxz4; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2015-10-30; 173840; 17; 0.101; 0.729; 0.589; 0; 0.156; -8.576; 0.299; 170.192; 3; 
Mis Penas Lloraba Yo Soy Gitano Ao Vivo No Rio De Janeiro 1998 Medley; 2OPtiQYgBPPCdC7Gs5x5nV; A Arte De Cássia Eller; 0tbu4twiafAbrakCB3mxz4; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2015-10-30; 188866; 14; 0.115; 0.391; 0.583; 0; 0.905; -8.765; 0.0651; 98.565; 4; 
Meu Mundo Ficaria Completo Com Você; 6HKKHCkcUps7VTDQ62yD2G; A Arte De Cássia Eller; 0tbu4twiafAbrakCB3mxz4; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2015-10-30; 250000; 25; 0.667; 0.719; 0.814; 0; 0.0891; -6.242; 0.0734; 167.965; 4; 
Eleanor Rigby; 1094B9OKmY5aGfO8yX7G1V; A Arte De Cássia Eller; 0tbu4twiafAbrakCB3mxz4; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2015-10-30; 187533; 16; 0.0388; 0.778; 0.63; 2.32e-06; 0.0853; -9.246; 0.111; 131.204; 4; 
Bobagem; 14pf0Kmg8XFG4qwaP59HpB; A Arte De Cássia Eller; 0tbu4twiafAbrakCB3mxz4; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2015-10-30; 145533; 16; 0.483; 0.594; 0.317; 2.35e-05; 0.123; -11.267; 0.0319; 136.493; 4; 
Woman Is The Nigger Of The World Ao Vivo; 00lVvS48o5con1ubwPZTON; A Arte De Cássia Eller; 0tbu4twiafAbrakCB3mxz4; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2015-10-30; 294866; 15; 0.0933; 0.267; 0.796; 1.46e-06; 0.893; -7.203; 0.0602; 204.685; 3; 
Blues Da Piedade; 3bL0DEjnFeh1V75UWrKzKW; A Arte De Cássia Eller; 0tbu4twiafAbrakCB3mxz4; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2015-10-30; 256293; 34; 0.000625; 0.612; 0.611; 0.000299; 0.113; -6.412; 0.0461; 118.23; 3; 
Caso Você Queira Saber; 7yh1NnvD59PgaIJPf9gBpi; A Arte De Cássia Eller; 0tbu4twiafAbrakCB3mxz4; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2015-10-30; 243533; 16; 0.0458; 0.423; 0.454; 0; 0.102; -7.715; 0.0361; 131.365; 3; 
Juventude Transviada Ao Vivo; 43Lk3YtOofCQHxT00GYMRD; A Arte De Cássia Eller; 0tbu4twiafAbrakCB3mxz4; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2015-10-30; 278360; 21; 0.583; 0.481; 0.731; 0; 0.472; -6.855; 0.0849; 116.721; 4; 
Segredo; 6THKibha15gBHEBtwqFEe2; O Espírito do Som Vol 1 Segredo; 4ZH006qaUgXIRyVVNb18ak; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2015-07-24; 239000; 13; 0.946; 0.416; 0.15; 3.3e-05; 0.0991; -10.026; 0.0463; 69.961; 4; 
For No One; 0WNWMeuEzyF0VPjCZnxmJ1; O Espírito do Som Vol 1 Segredo; 4ZH006qaUgXIRyVVNb18ak; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2015-07-24; 173506; 13; 0.958; 0.477; 0.0905; 2.31e-06; 0.111; -12.78; 0.0319; 95.921; 3; 
Happiness Is a Warm Gun; 28FbGFyzB9ZXWfweNFOvNP; O Espírito do Som Vol 1 Segredo; 4ZH006qaUgXIRyVVNb18ak; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2015-07-24; 188666; 12; 0.851; 0.577; 0.229; 3.12e-05; 0.0886; -10.009; 0.039; 123.463; 3; 
Flor do Sol; 1hu8CzUoteOeyzFxkswUel; O Espírito do Som Vol 1 Segredo; 4ZH006qaUgXIRyVVNb18ak; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2015-07-24; 245120; 12; 0.924; 0.438; 0.112; 1.88e-06; 0.107; -11.529; 0.0338; 132.621; 5; 
Ne me quitte pas; 58MWwIXVxYN4bgfn2lCK33; O Espírito do Som Vol 1 Segredo; 4ZH006qaUgXIRyVVNb18ak; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2015-07-24; 216880; 15; 0.975; 0.541; 0.121; 0; 0.114; -10.61; 0.0488; 105.78; 4; 
Airecillos; 3tLtVPnkrSPO1VGxN2Xk44; O Espírito do Som Vol 1 Segredo; 4ZH006qaUgXIRyVVNb18ak; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2015-07-24; 149106; 10; 0.972; 0.581; 0.142; 0; 0.108; -11.328; 0.0602; 117.779; 3; 
Ausência; 6DGXwO9MFcMHrUOCWPwapg; O Espírito do Som Vol 1 Segredo; 4ZH006qaUgXIRyVVNb18ak; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2015-07-24; 128453; 11; 0.931; 0.425; 0.133; 0; 0.0962; -11.515; 0.0656; 232.969; 4; 
Sua Estupidez; 3g530MiBSWWEyn8p2wO9kC; O Espírito do Som Vol 1 Segredo; 4ZH006qaUgXIRyVVNb18ak; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2015-07-24; 290720; 14; 0.949; 0.487; 0.117; 1.75e-05; 0.108; -11.236; 0.0406; 131.17; 4; 
Good Morning Heartache; 2jiJwc87S8R6LsuGGrRknA; O Espírito do Som Vol 1 Segredo; 4ZH006qaUgXIRyVVNb18ak; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2015-07-24; 143840; 9; 0.972; 0.385; 0.065; 0; 0.121; -10.812; 0.0388; 165.844; 3; 
Golden Slumbers; 5YNQsHsRs0d7svi8t9SEik; O Espírito do Som Vol 1 Segredo; 4ZH006qaUgXIRyVVNb18ak; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2015-07-24; 121053; 12; 0.985; 0.474; 0.0235; 0; 0.0997; -12.737; 0.0478; 132.312; 4; 
Gatas Extraordinárias Show Luz Do Solo; 5FcBLf4nljR0Y74np88Hj1; Do Lado Do Avesso Cássia Eller SOLO; 4EEMVbBuaTuyh3k4KTl0RI; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2012-01-01; 207000; 33; 0.831; 0.681; 0.442; 0; 0.969; -8.328; 0.109; 106.657; 4; 
Cherokee Louise Show Luz Do Solo; 1tB2LYfwvjZgVCc1aSRvGv; Do Lado Do Avesso Cássia Eller SOLO; 4EEMVbBuaTuyh3k4KTl0RI; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2012-01-01; 231226; 12; 0.926; 0.585; 0.21; 0.000545; 0.271; -15.949; 0.0387; 77.655; 3; 
Maluca Show Luz Do Solo; 6yRrlWNaTWpJN7ANXVOO6J; Do Lado Do Avesso Cássia Eller SOLO; 4EEMVbBuaTuyh3k4KTl0RI; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2012-01-01; 156666; 13; 0.912; 0.592; 0.2; 1.75e-06; 0.381; -12.438; 0.0429; 119.387; 3; 
All Star Show Luz Do Solo; 0jfNhs4NUItnCHCcrZDCSe; Do Lado Do Avesso Cássia Eller SOLO; 4EEMVbBuaTuyh3k4KTl0RI; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2012-01-01; 217653; 42; 0.879; 0.423; 0.263; 0; 0.528; -11.61; 0.035; 109.12; 5; 
Relicário Show Luz Do Solo; 4t8J3TywOCutnq0wHF3I5S; Do Lado Do Avesso Cássia Eller SOLO; 4EEMVbBuaTuyh3k4KTl0RI; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2012-01-01; 233880; 18; 0.841; 0.337; 0.302; 0; 0.582; -10.453; 0.0308; 158.869; 3; 
Vila Do Sossego Show Luz Do Solo; 0RPPfp403xcw9IWQ0hjgk2; Do Lado Do Avesso Cássia Eller SOLO; 4EEMVbBuaTuyh3k4KTl0RI; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2012-01-01; 256773; 16; 0.801; 0.437; 0.363; 0; 0.684; -11.937; 0.0417; 129.929; 3; 
Queremos Saber Show Luz Do Solo; 6r3hUscxX99BoGDoXwRTsT; Do Lado Do Avesso Cássia Eller SOLO; 4EEMVbBuaTuyh3k4KTl0RI; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2012-01-01; 190146; 15; 0.91; 0.424; 0.181; 2.37e-05; 0.695; -12.177; 0.061; 77.954; 4; 
Espaço Show Luz Do Solo; 2ZgEEYDIueU38Cd3sCLBUW; Do Lado Do Avesso Cássia Eller SOLO; 4EEMVbBuaTuyh3k4KTl0RI; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2012-01-01; 175920; 18; 0.898; 0.505; 0.156; 8.46e-05; 0.428; -14.425; 0.0994; 102.85; 3; 
Eu Sei Show Luz Do Solo; 3MTCswxvLQpm739j3ZJceB; Do Lado Do Avesso Cássia Eller SOLO; 4EEMVbBuaTuyh3k4KTl0RI; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2012-01-01; 157960; 20; 0.843; 0.385; 0.49; 3.79e-06; 0.607; -10.484; 0.0277; 94.218; 4; 
Luz Dos Olhos Show Luz Do Solo; 6QGxZa27NOazZgqZrzbKPB; Do Lado Do Avesso Cássia Eller SOLO; 4EEMVbBuaTuyh3k4KTl0RI; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2012-01-01; 270106; 22; 0.893; 0.476; 0.318; 2.07e-06; 0.171; -10.156; 0.0251; 93.782; 4; 
Do Lado Do Avesso Instrumental Show Luz Do Solo; 5iG42EXlLwVLJLkhaHoIHa; Do Lado Do Avesso Cássia Eller SOLO; 4EEMVbBuaTuyh3k4KTl0RI; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2012-01-01; 128026; 11; 0.792; 0.702; 0.221; 0.946; 0.457; -17.54; 0.0725; 134.631; 3; 
1º De Julho Show Luz Do Solo; 0mGWOdzvOlAPNz51G3svza; Do Lado Do Avesso Cássia Eller SOLO; 4EEMVbBuaTuyh3k4KTl0RI; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2012-01-01; 313106; 17; 0.805; 0.392; 0.382; 0; 0.608; -8.772; 0.0335; 155.988; 4; 
Youve Changed Show Luz Do Solo; 0xxGOLObsuKOUvW6JCUT9W; Do Lado Do Avesso Cássia Eller SOLO; 4EEMVbBuaTuyh3k4KTl0RI; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2012-01-01; 315600; 10; 0.931; 0.442; 0.117; 7.68e-06; 0.695; -13.184; 0.039; 77.558; 3; 
I Aint Got Nothing But The Blues Show Luz Do Solo; 5imMvHWdmy6bBjPYAPuVMT; Do Lado Do Avesso Cássia Eller SOLO; 4EEMVbBuaTuyh3k4KTl0RI; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2012-01-01; 387800; 17; 0.916; 0.556; 0.197; 0; 0.691; -12.395; 0.107; 130.734; 3; 
Diamante Verdadeiro Show Luz Do Solo; 4jRtazLAbWy2EsHUcYMlXd; Do Lado Do Avesso Cássia Eller SOLO; 4EEMVbBuaTuyh3k4KTl0RI; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2012-01-01; 142346; 15; 0.935; 0.623; 0.323; 0; 0.734; -9.441; 0.106; 107.83; 4; 
Eleanor Rigby Show Luz Do Solo; 1BcTEq5h16F3DdayVfrsW2; Do Lado Do Avesso Cássia Eller SOLO; 4EEMVbBuaTuyh3k4KTl0RI; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2012-01-01; 215546; 11; 0.819; 0.596; 0.321; 0; 0.582; -9.341; 0.322; 180.214; 3; 
Gatas Extraordinárias Show Luz Do Solo; 1S2Rw41LDrBmcI0Yj7NKzb; Do Lado Do Avesso Cássia Eller SOLO Deluxe Edition; 1c2JLlmYp2BZhWp7HAY1cA; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2012-01-01; 207000; 18; 0.827; 0.581; 0.446; 0; 0.963; -8.225; 0.116; 99.224; 4; 
Cherokee Louise Show Luz Do Solo; 0h7gILGqkh90suXS484gNy; Do Lado Do Avesso Cássia Eller SOLO Deluxe Edition; 1c2JLlmYp2BZhWp7HAY1cA; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2012-01-01; 231226; 10; 0.926; 0.585; 0.21; 0.000545; 0.271; -15.949; 0.0387; 77.655; 3; 
Maluca Show Luz Do Solo; 3Wl4O3riN82nIaYNF8TWWd; Do Lado Do Avesso Cássia Eller SOLO Deluxe Edition; 1c2JLlmYp2BZhWp7HAY1cA; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2012-01-01; 156666; 11; 0.902; 0.588; 0.207; 2.21e-06; 0.401; -12.348; 0.0451; 119.407; 3; 
All Star Show Luz Do Solo; 529ET1m3uxXeJpk1oDIhs5; Do Lado Do Avesso Cássia Eller SOLO Deluxe Edition; 1c2JLlmYp2BZhWp7HAY1cA; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2012-01-01; 217666; 39; 0.884; 0.348; 0.271; 0; 0.57; -11.433; 0.0425; 163.722; 4; 
Relicário Show Luz Do Solo; 0t8z67Uu74TB9va8J3KUMH; Do Lado Do Avesso Cássia Eller SOLO Deluxe Edition; 1c2JLlmYp2BZhWp7HAY1cA; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2012-01-01; 233880; 34; 0.866; 0.344; 0.307; 0; 0.576; -10.3; 0.0315; 157.4; 3; 
Vila Do Sossego Show Luz Do Solo; 5CaNS4M8nRI6rwXSYw7cq1; Do Lado Do Avesso Cássia Eller SOLO Deluxe Edition; 1c2JLlmYp2BZhWp7HAY1cA; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2012-01-01; 256773; 14; 0.801; 0.437; 0.363; 0; 0.684; -11.937; 0.0417; 129.929; 3; 
Queremos Saber Show Luz Do Solo; 3NEKcF3u0w2OhLBdMURRBT; Do Lado Do Avesso Cássia Eller SOLO Deluxe Edition; 1c2JLlmYp2BZhWp7HAY1cA; Cássia Eller; 10naVTwNjE50daQVrN0bXh; 2012-01-01; 190160; 33; 0.91; 0.426; 0.18; 2.37e-05; 0.698; -12.177; 0.0602; 78.518; 4; 
